Date,Title,Topic_CID,Speaker,Text,Seq,Topic_Seq,Speeches_CID,Sitting_Seq
2023-07-06,Sporting Success,014-002-095-108-013,Mdm Deputy Speaker,  Do you have a second clarification for him?,1,342,014-002-095-108-013-342,605
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay,  Not for Assoc Prof Jamus Lim.,1,343,014-002-095-108-013-343,606
2023-07-06,Sporting Success,014-002-095-108-013,Mdm Deputy Speaker,  Okay then. Assoc Prof Jamus Lim.,1,344,014-002-095-108-013-344,607
2023-07-06,Sporting Success,014-002-095-108-013,Assoc Prof Jamus Jerome Lim,"  I thank the Member for the clarification although I am a little befuddled as to what the specificity of the question is. I think I, at no point, suggested that our para-athletes were underperforming because we have a small population. If anything, I think the fact that our para-athletic team has done so well is something that we all feel extremely proud of. Later on, I believe some of my Workers' Party colleagues will elaborate more on helping to further improve the diversity and inclusiveness of our sports scene, which includes the para-athletes' performance. I hope this clarifies. Again, I am not entirely clear what the specificity of the Member's quarrel with what I had said earlier was.",1,345,014-002-095-108-013-345,608
2023-07-06,Sporting Success,014-002-095-108-013,,None,1,346,014-002-095-108-013-346,609
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay,"  I thank Assoc Prof Jamus Lim. I think I might have misunderstood, but my clarification is on the rankings of the other Southeast Asia nations, as opposed to ours. And how our para-athletes have performed in terms of total medal tally.",1,347,014-002-095-108-013-347,610
2023-07-06,Sporting Success,014-002-095-108-013,Mdm Deputy Speaker,  Assoc Prof Jamus Lim.,1,348,014-002-095-108-013-348,611
2023-07-06,Sporting Success,014-002-095-108-013,Assoc Prof Jamus Jerome Lim,"  That is how our para-athletes performed, and I can take the opportunity to clarify the earlier point that Ms Poh Li San said. Exactly the same as our normal athlete team in the sense that they were both ranked seventh in total medal count and Ms Poh Li San mentioned that the regular team secured six, which is correct, if you look at the fact that gold medals are counted differentially. But in the statement that I made earlier on, it was about total medal count. And in total medal count, we had the same performance, which was seventh in both cases of the regular SEA Games as well as the Paralympic Games.",1,349,014-002-095-108-013-349,612
2023-07-06,Sporting Success,014-002-095-108-013,,None,1,350,014-002-095-108-013-350,613
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay,"  I thank the Member for his answer. I am just wondering — so, your statements mean that —",1,351,014-002-095-108-013-351,614
2023-07-06,Sporting Success,014-002-095-108-013,Mdm Deputy Speaker,"  Mr Mark Chay, can you address your clarifications to the Chair?",1,352,014-002-095-108-013-352,615
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay,  Sorry. This is actually the first time in two-and-a-half years that I am doing this.,1,353,014-002-095-108-013-353,616
2023-07-06,Sporting Success,014-002-095-108-013,Mdm Deputy Speaker,"  It is okay. Can you address your clarification to the Chair. Assoc Prof Jamus Lim, you can take your seat first.",1,354,014-002-095-108-013-354,617
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay,"  Mdm Deputy Speaker, I am just wondering if Assoc Prof Jamus Lim is also saying that — I just want to make a point that when it comes to sports—",1,355,014-002-095-108-013-355,618
2023-07-06,Sporting Success,014-002-095-108-013,Mdm Deputy Speaker,  You want to seek a clarification?,1,356,014-002-095-108-013-356,619
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay,"  Yes, of course. When it comes to sports, you cannot just look at the socio-economic background of a country specifically. You have to look at it as a whole. I think that is the question that I had for Assoc Prof Jamus Lim, whether he considered it as a whole, not just looking at our economic status in the region.",1,357,014-002-095-108-013-357,620
2023-07-06,Sporting Success,014-002-095-108-013,Mdm Deputy Speaker,  Assoc Prof Jamus Lim.,1,358,014-002-095-108-013-358,621
2023-07-06,Sporting Success,014-002-095-108-013,Assoc Prof Jamus Jerome Lim,"  I thank the Member for his clarification. And indeed, I emphasised in the speech that there were many elements, including the fact that we have a small population that does affect the relative performance of our national teams, whether in terms of the SEA Games or the Para Games. But if anything, socioeconomic status tends to drive a great deal of the performance outcomes. And in that regard specifically, it is clear to me, at least based on the data, that we massively underperformed.",1,359,014-002-095-108-013-359,622
2023-07-06,Sporting Success,014-002-095-108-013,Mdm Deputy Speaker,"  Mr Mark Chay, you have another clarification?",1,360,014-002-095-108-013-360,623
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay,"  Yes, Mdm Deputy Speaker. Actually, I do have another clarification for the Leader of the House pertaining to his comments about —",1,361,014-002-095-108-013-361,624
2023-07-06,Sporting Success,014-002-095-108-013,Mdm Deputy Speaker,  Do you mean the Leader of the Opposition?,1,362,014-002-095-108-013-362,625
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay,"  Yes, the Leader of the Opposition. Regarding our silat athletes and swimmers, I just want to clarify that for the silat athlete, whether he is aware that the drink-driving incident actually happened on 27 November 2022 and the silat competition at the SEA Games actually happened on 18 May 2023. So, that falls outside the Code of Conduct and the Athletes' Agreement.",1,363,014-002-095-108-013-363,626
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay,"The second is on the swimmers. I think we have clarified this in the House before that the swimmers admitted to the consumption of marijuana. There was no presence of marijuana. There was no criminal act of proceedings or infringements here. So, I just wanted to clarify that and ask if he is aware of that as well.",2,364,014-002-095-108-013-364,627
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay,"Also, SNOC called the disciplinary committee (DC) for the swimmers. They were sanctioned. They paid a fine and this was all done before the selection for the SEA Games.",3,365,014-002-095-108-013-365,628
2023-07-06,Sporting Success,014-002-095-108-013,Mdm Deputy Speaker,  Leader of the Opposition.,1,366,014-002-095-108-013-366,629
2023-07-06,Sporting Success,014-002-095-108-013,Mr Pritam Singh,"  I would like to thank the Nominated Member for his queries. While I note the points he is making, they do not detract from the larger point vis-à-vis those two issues which I raised, which was that SNOC has a track record of looking and displaying a forgiving attitude towards athletes who may have committed transgressions. I think that is the key point, which I hope SNOC can also take into account and the Ministry also can take into account for other athletes who may have fallen short.",1,367,014-002-095-108-013-367,630
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay,"  Mdm Deputy Speaker, can I respond?",1,368,014-002-095-108-013-368,631
2023-07-06,Sporting Success,014-002-095-108-013,Mdm Deputy Speaker,"  Yes, please proceed.",1,369,014-002-095-108-013-369,632
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay,"  I would like to thank the Leader of Opposition for his response on the Soh Rui Yong case. Yes, indeed, SNOC has — and I have to declare that I am not a member of SNOC. I am just making clarifications.",1,370,014-002-095-108-013-370,633
